"Product Code","Product Name",Variant,Expected,Counted
DIA01,"ឥដ្ឋ ប្រហោង",,30.0000,
DIG06,ខ្សាច់-ដី,,0.0000,
DIH02,"ថ្ម 2x3",,0.0000,
DIJ01,"សំណាញ់ (Mesh cover net)",,0.0000,
SP0001,មូកការពារសុវត្ថភាព-ខៀវ,,0.0000,
SP0002,មួក-លឿង,,16.0000,
SP0003,មួក-ស,,6.0000,
SP0004,វ៉ែនតាផ្សាខ្មៅ,,56.0000,
SP0005,ស្បែកជើងកវែងខ្មៅ,,49.0000,
SP0007,ស្រោមដៃចាក់,,324.0000,
SP0008,ស្រោមដៃជ័រ,,180.0000,
SP0009,ស្រោមដៃផ្សា,,0.0000,
SP0011,"ខ្មៅដៃ សំរាប់ Servey",,0.0000,
SP0012,ទឹកលុប-ស,,115.0000,
SP0013,ហ្វឹតគូសចំណាំ-ខៀវ,,74.0000,
SP0014,អាវការពារ-ក្រហម,,1.0000,
SP0016,"ក្បាលកញ្ចាប់ផ្សា 500AM",,27.0000,
SP0017,"ក្បាលប៊ូឡុងចាប់ស្នែងក្របី 12លី",,0.0000,
SP0022,"ដែកគោលឈើ 4​​ហ៊ុន",,0.0000,
SP0023,"ដែកគោលឈើ 5ហ៊ុន",,2.0000,
SP0024,"ដែកគោលឈើ 6ហ៊ុន",,2.0000,
SP0025,"ដែកគោលឈើ 7ហ៊ុន",,2.0000,
SP0026,"ដែកគោលឈើ 8ហ៊ុន",,2.0000,
SP0027,"ដែកគោលឈើ 1តឹក",,2.0000,
SP0028,"ដែកគោលបេតុង 3ហ៊ុន",,67.0000,
SP0030,"ដែកគោលបេតុង​ 5ហ៊ុន",,100.0000,
SP0032,"ទឹកខ្មៅសំរាប់ដាក់ Line",,20.0000,
SP0034,"ធូបផ្សាដែកធម្មតា RB2.5mmx300mm",,47.0000,
SP0042,"ផ្លែកាត់ការ៉ូបេតុង​ 1.8តឹក",,0.0000,
SP0043,"ផ្លែកាត់ដែ 350x3x24.5mm-ធំ",,69.0000,
SP0044,"ផ្លែកាត់ដែក 1តឹក",,150.0000,
SP0045,"ផ្លែឆាបដែក 1តឹក",,100.0000,
SP0047,"ផ្លែឆាបបេតុង 4Li (Benz werks)",,0.0000,
SP0050,"ផ្លែម៉ូទ័រកាត់ឈើ 1.8តឹក",,10.0000,
SP0052,"ផ្លែម៉ូទ័រស្វានបេតុង 6លី",,30.0000,
SP0053,"ផ្លែម៉ូទ័រស្វានបេតុង 8លី",,30.0000,
SP0054,"ផ្លែម៉ូទ័រស្វានបេតុង​ 10លី",,30.0000,
SP0055,"ផ្លែម៉ូទ័រស្វានបេតុង 12លី",,30.0000,
SP0056,"ផ្លែម៉ូទ័រស្វានបេតុង 16លី",,0.0000,
SP0064,"ឌីខុន ត្រណបូឡុងរិតពុម្ព",,0.0000,
SP0066,"វិសប៉ាញ់ស័ង្គសី ដែក​ 5mm",,10.0000,
SP0069,ស្គត់ក្រណាត់-ក្រហម-ខៀវ,,158.0000,
SP0074,"ខ្សែនីឡុងតាន់លេខ 70",,0.0000,
SP0076,"ខ្សែនីឡុងតាន់លេខ 90",,76.0000,
SP0077,ញញួរជំពុះទា-តូច,,20.0000,
SP0078,"ម៉ែតខ្សែរុំ 5ម៉ែត",,24.0000,
SP0079,"ម៉ែតខ្សែរុំ 7.5ម៉ែត",,36.0000,
SP0081,គូជព្រីភ្លើង,,53.0000,
SP0082,ដុយដោតភ្លើង,,110.0000,
SP0085,"ព្រីភ្លើង 3​ រន្ធ",,60.0000,
SP0087,ស្គត់រុំខ្សែភ្លើងខ្មៅ,,20.0000,
SP0088,"អំពូលភ្លើងឈុត 1.2m",,24.0000,
SP0090,រ៉ូឡូរុញលាបថ្នាំ,,0.0000,
SP0091,"ស្រ្ពៃបាញ់ថ្នាំពណ៏ក្រហម U90",,12.0000,
SP0098,ផ្លែកាំបិតកាត់ទ័រ,,10.0000,
SP0100,កាវបិតទុយោ,,1.0000,
SP0102,"អំពូលភ្លើងហ្វា 1000W (អំពូល)",,0.0000,
SP0108,"អំពូលម៉ែត្រ 6តឹក",,0.0000,
TOL003,កន្រ្តៃកាត់ដែក42-ធំ,,0.0000,
TOL004,កុងគួរពត់ដែក,,0.0000,
TOL005,"កូនប្រយោល-តំរង់ខ្សែ ១kg",,15.0000,
TOL006,"កែវស្ទង់កំរិតស្មើ 1.2m",,5.0000,
TOL008,"ខ្សែកាប 6លី",,0.0000,
TOL009,ខ្សែក្រវ៉ាត់សុវត្ថភាព,,0.0000,
TOL010,"ខ្សែប៉ុសផ្សា លេខ50",,0.0000,
TOL012,ចបកាប់,,20.0000,
TOL014,"ញញួរ ៣គីឡូ",,12.0000,
TOL015,"ញញួរ ៥គីឡូ",,5.0000,
TOL016,"ត្រសេះ កាប់ថ្ម រឺ ជីកដី",,0.0000,
TOL017,ញញួរដំរាបការ៉ូ​-ជ័រ,,0.0000,
TOL020,"ដែកកាប់តូច (ដង្កាប់ចងលួស)",,0.0000,
TOL021,ដែកកុងគួរពត់ដែក-ធំ,,0.0000,
TOL022,"ទូនឹវិស តូច",,0.0000,
TOL023,ទំពក់រ៉តយោងឥវ៉ាន់,,0.0000,
TOL026,ប៉ែលចូកខ្សាច់,,10.0000,
TOL027,ពូថៅតូច,,0.0000,
TOL029,"ម៉ាឡេតលេខ 618-450mm",,0.0000,
TOL030,"ម៉ែតកែង L 3តឹក",,0.0000,
TOL032,"ម៉ែតកែង L 6តឹក",,10.0000,
TOL033,"ម៉ែតគៀបូកស៊ីម៉ង់​ 2ម៉ែត",,10.0000,
TOL034,"សោចញ្ចៀនមាត់លេខ 10",,0.0000,
TOL038,"សោចញ្ចៀនមាត់លេខ 14",,0.0000,
TOL039,"សោចញ្ចៀនមាត់លេខ 16",,0.0000,
TOL040,"សោចញ្ចៀនមាត់លេខ 17",,12.0000,
TOL041,"សោចញ្ចៀនមាត់លេខ 18",,0.0000,
TOL042,"សោចញ្ចៀនមាត់លេខ 19",,20.0000,
TOL045,"សោចញ្ចៀនមាត់លេខ 22",,20.0000,
TOL046,"សោចញ្ចៀនមាត់លេខ 24",,0.0000,
TOL047,"សោចញ្ចៀនមាត់លេខ 26",,0.0000,
TOL048,"សោចញ្ចៀនមាត់លេខ 30",,0.0000,
TOL049,ស្លាបព្រាបៀកកំបោស៊ីម៉ង់,,11.0000,
TOL051,"សោខ្សៀលេខ​ 17​",,0.0000,
TOL053,"សោចញ្ចៀនមាត់​ លេខ 8",,0.0000,
TOL055,ពន្លាកដាប់បេតុង-ដែកដាប់,,20.0000,
TOL056,"អាយកូម VEV32.55S (I-Com)",,10.0000,
TOL057,ដែកកាត់លួស,,20.0000,
TOL058,"កៅឡាកលេខ M16លី",,0.0000,
TOL061,"កាំបិតឈួសស៊ីម៉ង់ 9mm",,0.0000,
TOL062,ស្លាបព្រាបៀកស៊ីម៉ង់,,20.0000,
TOL063,"ក្តាទ្របូកស៊ីម៉ង់ រឺ រៀបឥដ្ឋ",,24.0000,
TOL064,"ក្តាវីជ័រ រាបឥដ្ឋ",,24.0000,
TOL065,ក្តាវីដែក,,0.0000,
TOL066,ធុងកំបោខៀវ-តូច,,12.0000,
TOL067,ធុងស្ពេត្រូ-ធំ,,10.0000,
TOL068,បង្គីជ័រកើបសំរាម-តូច​,,20.0000,
TOL069,ខ្សែឡាញ-Line,,14.0000,
TOL070,ស្នូកជ័រជញ្ជូនស៊ីម៉ងលាយហើយ,,0.0000,
TOL073,អំបោសជ័រដងខ្លី,,0.0000,
TOL076,ច្រាសដែក,,0.0000,
TOL077,"ម៉ែត្រខ្សែ 50ម៉ែត្រ",,0.0000,
TOL078,ដែកដក-គាស់ក្ដាពុម្ព,,0.0000,
TOL079,"កូនប្រយោល-តំរង់ខ្សែ 0.5kg",,0.0000,
TOL080,"ម៉ែត្រខ្សែ 100ម៉ែត្រ",,0.0000,
TOL083,"ប៉ាតង់ 8x10m",,0.0000,
TOR001,ខ្សែញាក់បេតុង-ប្រើម៉ាសីន,,0.0000,
TOR002,"ម៉ូទ័រឆាប សំលៀង​ រឹ ម៉ូទ័រកា់ត់​ដែក បេតុង 1តឹក",,1.0000,
TOR003,"ម៉ូទ័រកា់ត់​ដែក 3.50តឹក-ធំ​",,1.0000,
TOR004,"ប៉ុសផ្សា AC 200V",,7.0000,
TOR005,ម៉ូទ័របាញ់វិស,,5.0000,
TOR006,"ម៉ូ័ទ័រកាត់ឈើ 1.80តឹក",,2.0000,
TOR007,ម៉ូ័ទ័រញ៉ាក់បេតុងប្រើដៃ,,5.0000,
TOR008,"ម៉ូ័ទ័រស្វាន បុក-ពីតង់",,5.0000,
TOR010,ម៉ូ័ទ័របូមទឺក,,2.0000,
